participant_id,split,video_name,label,frame_count
8786,test,q_14_main,0,29
8786,test,q_15_main,1,29
8786,test,q_16_main,1,30
8786,test,q_17_main,1,29
8786,test,q_18_main,0,29
8786,test,q_19_main,1,29
8786,test,q_1_main,0,29
8786,test,q_20_main,0,28
8786,test,q_21_main,0,29
8786,test,q_22_main,1,29
8786,test,q_23_main,1,29
8786,test,q_24_main,0,29
8786,test,q_25_main,1,29
8786,test,q_26_main,0,29
8786,test,q_27_main,0,29
8786,test,q_28_main,0,29
8786,test,q_29_main,1,30
8786,test,q_2_main,1,29
8786,test,q_30_main,0,29
8786,test,q_3_main,1,30
8786,test,q_4_main,1,28
8786,test,q_5_main,0,30
8786,test,q_6_main,1,30
8786,test,q_7_main,1,29
8786,test,q_8_main,0,30
8786,test,q_9_main,1,29
